data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage, cbmaker ,combos,sfiha, kit1 , kit2 ,snack,pastas,dishes,promotion,savory, salads ,range
11/07/2018,SAO PAULO,,0,0,0,0,0,34905,0,15.5,9.7,11.78,76.25,3,WED,1,1,2386,343,1187, 22 ,1772,19331, 21 , 2 ,517,361,288,0,8652, 23 ,Range-15
11/08/2018,SAO PAULO,,0,0,0,0,0,66059,0,22.8,10.5,14.58,55.5,9.5,SAT,3,2,4320,380,2296, 101 ,7112,36598, 22 , 3 ,1276,465,598,0,12854, 34 ,Range-30
11/09/2018,SAO PAULO,,0,0,0,0,0,29174,0,24,14.2,17.54,70.25,0,TUE,1,2,2036,102,1173, 7 ,1830,16118, 27 , 1 ,625,268,262,0,6711, 14 ,Range-13
11/10/2018,SAO PAULO,,0,0,0,0,0,61954,0.2,20.8,18.1,19.18,90,0,TUR,1,2,3998,283,2241, 4 ,5056,32628, 88 , 8 ,1485,456,387,0,15300, 20 ,Range-28
11/11/2018,SAO PAULO,,0,0,0,0,0,52956,0,28.6,19.2,22.64,78,4.9,SUN,2,2,4436,265,2371, 5 ,5344,26956, 49 , 15 ,1296,726,529,0,10941, 23 ,Range-31
11/12/2018,SAO PAULO,,0,0,0,0,0,42997,0,31.5,19.2,25.48,55,7.2,TUE,1,3,2200,106,1518, 7 ,2273,25568, 12 , 2 ,732,291,312,0,9950, 26 ,Range-14
12/01/2018,SAO PAULO,,0,0,0,0,0,57792,14.8,24.4,19.3,22.22,75,0.5,FRI,3,3,3311,398,1924, -   ,1722,35623, 32 , 4 ,1762,529,201,0,12237, 49 ,Range-23
12/02/2018,SAO PAULO,,0,0,0,0,0,80628,0,32,22.7,25.74,71,8.6,MON,1,1,3426,373,2242, -   ,2299,52416, 36 , 1 ,1589,698,763,0,16733, 52 ,Range-23
12/03/2018,SAO PAULO,,0,0,0,0,0,38299,0,31.2,20.4,24.64,76.75,8.3,MON,1,2,2088,134,1336, -   ,1132,23379, 14 , 3 ,849,343,349,544,8097, 31 ,Range-13
12/04/2018,SAO PAULO,,0,0,0,0,0,46402,0,28.2,17.7,22.44,72.25,7.3,TUR,1,2,2138,239,1593, 6 ,1769,28905, 14 , 4 ,1008,510,475,0,9699, 42 ,Range-13
12/05/2018,SAO PAULO,,0,0,0,0,0,71670,0,26.4,18.4,20.72,75,1.9,SAT,3,2,4477,571,2712, 41 ,6440,37614, 34 , 19 ,2396,737,759,0,15831, 39 ,Range-32
12/06/2018,SAO PAULO,,0,0,0,0,0,37179,0,27.9,17.3,23.46,59,4.9,TUE,1,3,2781,245,1557, 11 ,2937,18477, 23 , 28 ,935,558,588,0,9008, 31 ,Range-18
12/07/2018,SAO PAULO,,0,0,0,0,0,30744,0,19.4,9.6,12.98,68.5,8.2,TUR,1,1,2175,419,1184, 27 ,2227,14402, 15 , 3 ,663,378,312,0,8920, 19 ,Range-14
12/08/2018,SAO PAULO,,0,0,0,0,0,44219,0,19.2,10.5,13.78,72.75,5.1,SUN,2,2,3880,255,1765, 64 ,4558,22686, 18 , 9 ,936,560,554,0,8899, 35 ,Range-27
12/09/2018,SAO PAULO,,0,0,0,0,0,32042,0,23.7,14.9,17.8,73.25,0,WED,1,2,2047,97,1238, -   ,2081,18461, 20 , 6 ,700,304,273,0,6799, 16 ,Range-13
12/10/2018,SAO PAULO,,0,0,0,0,0,65808,1,27.3,18.2,21.5,87,0,FRI,3,2,4623,356,2738, 3 ,6617,34922, 85 , 4 ,1700,615,631,1350,12132, 32 ,Range-33
12/11/2018,SAO PAULO,,0,0,0,0,0,33721,0,30,18.6,22.66,82.25,5.9,MON,1,2,1910,115,1358, -   ,1940,18891, 15 , 1 ,625,307,270,0,8266, 23 ,Range-12
12/12/2018,SAO PAULO,,0,0,0,0,0,48823,0,33.6,20.2,25.16,61.5,7.2,WED,1,3,2359,124,1762, -   ,2583,28779, 25 , 5 ,809,316,286,0,11745, 30 ,Range-15
13/01/2018,SAO PAULO,,0,0,0,0,0,68321,0,26.8,19,23.08,64.75,2.4,SAT,3,3,3062,407,2083, -   ,2080,43783, 33 , 3 ,1891,589,229,0,14120, 41 ,Range-21
13/02/2018,SAO PAULO,,0,0,0,0,0,85833,2,24.5,18.6,20.32,85.5,0,TUE,1,1,4411,388,2497, -   ,2428,54552, 32 , 3 ,1853,855,813,0,17960, 41 ,Range-31
13/03/2018,SAO PAULO,,0,0,0,0,0,35624,42.8,29.3,20.3,23.76,81.5,4.8,TUE,1,2,1890,134,1177, -   ,1025,21713, 8 , 7 ,596,360,322,458,7905, 29 ,Range-11
13/04/2018,SAO PAULO,,0,0,0,0,0,60128,0,29.8,19.3,23.76,65.25,7.7,FRI,3,2,3720,3056,2679, 45 ,4597,29624, 49 , 7 ,1946,480,657,0,13217, 51 ,Range-26
13/05/2018,SAO PAULO,,0,0,0,0,0,45947,0,23.6,17,18.92,73.5,2.5,SUN,2,2,3859,408,2039, 17 ,3642,23394, 31 , 13 ,1494,792,636,0,9589, 33 ,Range-27
13/06/2018,SAO PAULO,,0,0,0,0,0,33743,6.8,24.2,13.2,19.96,83.75,0.8,WED,1,3,2124,190,1358, 12 ,2526,17708, 20 , 3 ,691,394,446,0,8235, 36 ,Range-13
13/07/2018,SAO PAULO,,0,0,0,0,0,53519,0,23.6,9.1,15.74,61.5,7.9,FRI,3,1,3880,759,1997, 26 ,4371,28368, 39 , 4 ,1195,460,476,0,11914, 30 ,Range-27
13/08/2018,SAO PAULO,,0,0,0,0,0,28818,0,21.4,10.1,14.94,80.5,6.1,MON,1,2,1790,106,1058, 31 ,1864,16305, 12 , 5 ,443,300,285,0,6587, 32 ,Range-11
13/09/2018,SAO PAULO,,0,0,0,0,0,29964,0,26.8,15.1,18.52,75.5,0,TUR,1,2,2145,157,1350, 10 ,2383,14269, 28 , 3 ,809,241,304,0,8259, 6 ,Range-13
13/10/2018,SAO PAULO,,0,0,0,0,0,61778,0,30.4,18.9,23.3,85,0,SAT,3,2,4277,371,2500, 1 ,6268,32639, 59 , 4 ,1610,400,464,923,12237, 25 ,Range-30
13/11/2018,SAO PAULO,,0,0,0,0,0,36129,0,32.2,19.4,25.92,65.25,11.7,TUE,1,2,2246,133,1450, 1 ,2150,19784, 10 , 4 ,591,284,296,0,9169, 11 ,Range-14
13/12/2018,SAO PAULO,,0,0,0,0,0,47871,14,32,21.1,24.66,66,6.5,TUR,1,3,2315,166,1783, 1 ,3413,25385, 17 , 6 ,1011,404,319,0,13012, 39 ,Range-15
14/01/2018,SAO PAULO,,0,0,0,0,0,56313,0,30.4,19.2,23.2,80,5.1,SUN,2,3,3760,360,1988, -   ,1334,33867, 19 , 2 ,1793,856,308,0,11964, 62 ,Range-26
14/02/2018,SAO PAULO,,0,0,0,0,0,59647,0,22.2,18.2,20.18,85.25,0,WED,1,1,2604,281,1891, -   ,1662,37074, 24 , -   ,1228,618,615,0,13612, 38 ,Range-17
14/03/2018,SAO PAULO,,0,0,0,0,0,43806,0,33.6,21.6,25.34,72.5,8.9,WED,1,2,2389,179,1525, -   ,1291,27659, 27 , 10 ,794,398,395,657,8433, 49 ,Range-15
14/04/2018,SAO PAULO,,0,0,0,0,0,66624,0,26.2,19.6,21.92,74.25,5.1,SAT,3,2,4029,3682,2891, 56 ,5592,31948, 48 , 12 ,1882,654,813,0,14981, 36 ,Range-28
14/05/2018,SAO PAULO,,0,0,0,0,0,36703,0,25.6,16.3,19.58,77,7.1,MON,1,2,2013,175,1239, 10 ,1497,22166, 14 , 6 ,826,440,372,0,7901, 44 ,Range-12
14/06/2018,SAO PAULO,,0,0,0,0,0,35617,0.2,21.2,13.4,15.56,86.75,0,TUR,1,3,2621,244,1480, 20 ,3342,16013, 22 , 3 ,786,519,471,0,10063, 33 ,Range-17
14/07/2018,SAO PAULO,,0,0,0,0,0,57393,0,26.4,11,18.64,53.75,8.3,SAT,3,1,3737,812,2147, 83 ,5287,30690, 50 , 8 ,1326,494,496,0,12222, 41 ,Range-26
14/08/2018,SAO PAULO,,0,0,0,0,0,29327,0,27.9,10,17.46,70.75,8.5,TUE,1,2,1820,103,1087, 25 ,1837,16118, 4 , 7 ,493,268,300,0,7234, 31 ,Range-11
14/09/2018,SAO PAULO,,0,0,0,0,0,67673,6.7,19,16.1,17.86,88.5,0,FRI,3,2,4950,408,2788, 3 ,6788,36638, 68 , 4 ,1792,516,592,0,13096, 30 ,Range-35
14/10/2018,SAO PAULO,,0,0,0,0,0,49045,6.8,20.6,17.1,18.3,86,0,SUN,2,2,4423,270,2122, 2 ,4778,24075, 42 , 9 ,1440,708,487,936,9714, 39 ,Range-31
14/11/2018,SAO PAULO,,0,0,0,0,0,77722,0,32.5,23.4,27.16,56.5,9.5,WED,1,2,3738,166,3282, 4 ,3359,35647, 47 , 7 ,1077,360,429,16237,13344, 25 ,Range-26
14/12/2018,SAO PAULO,,0,0,0,0,0,67855,12.2,33.5,19.6,26.88,49.5,7.6,FRI,3,3,3458,306,2436, -   ,5634,40143, 44 , 6 ,1460,473,562,0,13305, 28 ,Range-24
15/01/2018,SAO PAULO,,0,0,0,0,0,45894,6,29.8,19.8,25.16,68,4.4,MON,1,3,1929,230,1399, -   ,476,30960, 9 , 1 ,1052,410,172,0,9211, 45 ,Range-12
15/02/2018,SAO PAULO,,0,0,0,0,0,38244,1.3,24.1,17.8,20.5,85.5,0.2,TUR,1,1,1737,159,1255, -   ,1045,23493, 17 , 2 ,796,442,406,0,8853, 39 ,Range-10
15/03/2018,SAO PAULO,,0,0,0,0,0,46724,32.8,31,19.9,25.94,66,4.6,TUR,1,2,2465,192,1569, -   ,1383,29364, 29 , 6 ,909,374,458,687,9246, 42 ,Range-16
15/04/2018,SAO PAULO,,0,0,0,0,0,60314,3.8,20.8,18.4,19.44,88.25,0,SUN,2,2,4527,3428,2866, 51 ,4242,28701, 35 , 19 ,1834,1056,864,0,12641, 50 ,Range-32
15/05/2018,SAO PAULO,,0,0,0,0,0,38006,0,22.6,17.4,19.74,77,0.2,TUE,1,2,1871,170,1255, 8 ,1561,22948, 9 , 2 ,874,420,312,0,8546, 30 ,Range-11
15/06/2018,SAO PAULO,,0,0,0,0,0,53312,0,16.8,12.5,14.58,86,0,FRI,3,3,4237,447,2107, 44 ,6221,27066, 55 , 4 ,1378,531,458,0,10746, 18 ,Range-30
15/07/2018,SAO PAULO,,0,0,0,0,0,30297,0,28.2,13,20.36,49.75,0,SUN,2,1,2526,501,1221, 6 ,2603,15633, 30 , 4 ,674,295,286,0,6504, 14 ,Range-16
15/08/2018,SAO PAULO,,0,0,0,0,0,33258,0,17.8,12.7,14.94,84,0,WED,1,2,2044,108,1125, 31 ,2171,18965, 15 , 2 ,479,284,273,0,7733, 28 ,Range-13
15/09/2018,SAO PAULO,,0,0,0,0,0,67778,10,23.4,16,18.12,79.75,0,SAT,3,2,5098,428,2578, 8 ,7242,36282, 58 , 8 ,1866,550,593,0,13042, 25 ,Range-37
15/10/2018,SAO PAULO,,0,0,0,0,0,34752,12.6,24.1,16.6,19.02,90,0,MON,1,2,2020,147,1240, 2 ,2029,19966, 46 , 2 ,717,290,273,0,8003, 17 ,Range-12
15/11/2018,SAO PAULO,,0,0,0,0,0,82160,0,29.7,20.8,24.1,79,4.5,TUR,1,2,4318,219,3974, 2 ,4532,29901, 46 , 9 ,1065,538,425,23679,13416, 36 ,Range-30
15/12/2018,SAO PAULO,,0,0,0,0,0,74906,0,33.6,22.3,26.88,59,6.7,SAT,3,3,4021,326,2658, 3 ,6696,44363, 54 , 5 ,1718,530,576,0,13924, 32 ,Range-28
16/01/2018,SAO PAULO,,0,0,0,0,0,44691,1,29.2,19.8,24.56,76,3,TUE,1,3,1835,177,1265, -   ,436,30187, 15 , 2 ,995,416,161,0,9172, 30 ,Range-11
16/02/2018,SAO PAULO,,0,0,0,0,0,53572,0.2,24.5,17.1,19.84,81.75,1.5,FRI,3,1,3208,352,2081, -   ,3205,28101, 29 , 3 ,1652,580,666,0,13645, 50 ,Range-22
16/03/2018,SAO PAULO,,0,0,0,0,0,67749,0,30.5,22.4,25.26,72.5,7.3,FRI,3,2,4534,1690,2503, -   ,3346,31460, 56 , 9 ,1385,528,643,8234,13324, 37 ,Range-32
16/04/2018,SAO PAULO,,0,0,0,0,0,39643,13.8,21.2,17,18.08,84.5,0,MON,1,2,2065,1519,1493, 18 ,1466,23343, 9 , 4 ,785,411,339,0,8162, 29 ,Range-13
16/05/2018,SAO PAULO,,0,0,0,0,0,40169,0,27.2,17.6,21.08,70.5,4.8,WED,1,2,1891,177,1356, 8 ,1598,25281, 18 , 2 ,858,387,358,0,8204, 31 ,Range-11
16/06/2018,SAO PAULO,,0,0,0,0,0,56884,0,16.2,13.5,14.5,84.5,0,SAT,3,3,4167,460,2181, 49 ,7278,28632, 62 , 7 ,1424,617,618,0,11362, 27 ,Range-29
16/07/2018,SAO PAULO,,0,0,0,0,0,19889,0,28.3,14.3,20.68,54,7.8,MON,1,1,1236,151,751, 14 ,1076,11752, 18 , -   ,313,168,169,0,4223, 18 ,Range-06
16/08/2018,SAO PAULO,,0,0,0,0,0,32995,0,17.3,13.8,15.18,86.25,0,TUR,1,2,2565,215,1276, 11 ,2951,15395, 22 , 1 ,608,390,335,0,9204, 22 ,Range-17
16/09/2018,SAO PAULO,,0,0,0,0,0,49809,0,23,15,17.7,71.75,0,SUN,2,2,3989,269,2105, 4 ,4902,26360, 31 , 3 ,1405,668,636,0,9407, 30 ,Range-28
16/10/2018,SAO PAULO,,0,0,0,0,0,28526,0.8,24.9,17.2,20.24,91,0,TUE,1,2,1881,115,1115, 2 ,1705,15918, 14 , 13 ,629,248,246,0,6622, 18 ,Range-11
16/11/2018,SAO PAULO,,0,0,0,0,0,68714,0.1,25.2,18.3,20.58,70.25,2.2,FRI,3,2,3305,168,3011, 5 ,3928,25728, 30 , 2 ,794,408,379,22329,8606, 21 ,Range-23
16/12/2018,SAO PAULO,,0,0,0,0,0,60903,0,32.6,22.3,25.94,76,6,SUN,2,3,3867,283,2421, 7 ,5597,33944, 41 , 6 ,1486,659,693,0,11861, 38 ,Range-27
17/01/2018,SAO PAULO,,0,0,0,0,0,49582,5.8,30.8,20.8,25.28,77,6.2,WED,1,3,1817,187,1366, -   ,472,34325, 4 , -   ,1043,357,158,0,9818, 35 ,Range-11
17/02/2018,SAO PAULO,,0,0,0,0,0,64057,0,27,17.9,21.42,78.75,4.7,SAT,3,1,3211,385,2308, -   ,4094,35898, 28 , 1 ,1849,646,759,0,14813, 65 ,Range-22
17/03/2018,SAO PAULO,,0,0,0,0,0,74821,0,29.6,21.2,24.24,71.25,6.7,SAT,3,2,4615,2059,2714, -   ,3990,34670, 54 , 3 ,1524,634,673,10376,13462, 47 ,Range-33
17/04/2018,SAO PAULO,,0,0,0,0,0,37780,0,23.3,15.7,18.44,75.25,7.5,TUE,1,2,1946,1332,1319, 23 ,1282,22450, 18 , 4 ,717,307,361,0,7996, 25 ,Range-12
17/05/2018,SAO PAULO,,0,0,0,0,0,45584,0,24.1,17.1,19.98,74.75,5.3,TUR,1,2,2333,238,1557, 7 ,1915,28307, 11 , 6 ,982,417,443,0,9342, 26 ,Range-15
17/06/2018,SAO PAULO,,0,0,0,0,0,47920,0,20.1,13.6,15.76,82.5,1.5,SUN,2,3,4714,360,2034, 35 ,6031,22043, 53 , 10 ,1077,675,584,0,10279, 25 ,Range-34
17/07/2018,SAO PAULO,,0,0,0,0,0,31638,0,27,14.4,19.6,66.75,8.4,TUE,1,1,1894,216,1069, 28 ,1616,17740, 7 , 4 ,557,336,290,0,7846, 35 ,Range-11
17/08/2018,SAO PAULO,,0,0,0,0,0,58717,0.5,17.4,13.5,15.26,83.75,0,FRI,3,2,4510,332,2071, 7 ,5770,31770, 51 , 6 ,990,438,572,0,12157, 43 ,Range-32
17/09/2018,SAO PAULO,,0,0,0,0,0,31319,1.5,19.5,14.7,17.54,87.25,0,MON,1,2,2311,128,1214, 2 ,1829,17481, 18 , -   ,764,313,301,0,6929, 29 ,Range-15
17/10/2018,SAO PAULO,,0,0,0,0,0,36874,0,29.5,18,23.58,76,0,WED,1,2,1992,152,1489, 1 ,2093,21744, 21 , 4 ,788,288,286,0,8000, 16 ,Range-12
17/11/2018,SAO PAULO,,0,0,0,0,0,68808,0,29,16.5,21.3,72.75,8.9,SAT,3,2,3591,193,2900, 2 ,4163,25896, 35 , 10 ,916,379,303,21295,9105, 20 ,Range-25
17/12/2018,SAO PAULO,,0,0,0,0,0,49034,0.7,34.1,22.2,28.06,58.75,7,MON,1,3,2353,163,1845, 3 ,2778,28838, 22 , 4 ,953,367,325,0,11348, 35 ,Range-15
18/01/2018,SAO PAULO,,0,0,0,0,0,53269,0,31.6,22.3,27.12,78,4.9,TUR,1,3,2155,189,1630, -   ,597,36885, 17 , 2 ,1229,455,179,0,9887, 44 ,Range-13
18/02/2018,SAO PAULO,,0,0,0,0,0,48766,0,23.8,19.8,21.32,81.25,0,SUN,2,1,3494,291,2029, -   ,2666,24787, 20 , 3 ,1599,879,774,0,12169, 55 ,Range-24
18/03/2018,SAO PAULO,,0,0,0,0,0,60763,0,32,19.7,24.62,74,8.9,SUN,2,2,4326,1958,2291, -   ,2667,26249, 43 , 15 ,1217,740,704,10096,10401, 56 ,Range-31
18/04/2018,SAO PAULO,,0,0,0,0,0,40881,0,25.1,14,18.62,64,9.4,WED,1,2,1981,1446,1444, 10 ,1435,24418, 16 , -   ,768,379,395,0,8565, 24 ,Range-12
18/05/2018,SAO PAULO,,0,0,0,0,0,62048,0,27.5,17.1,21.78,72.5,7.9,FRI,3,2,4021,464,2452, 19 ,5238,33092, 48 , 6 ,1992,503,654,0,13528, 31 ,Range-28
18/06/2018,SAO PAULO,,0,0,0,0,0,29933,0,22,13.9,16.82,81.5,3.6,MON,1,3,1992,165,1156, 13 ,2413,15612, 15 , 4 ,536,415,355,0,7234, 23 ,Range-12
18/07/2018,SAO PAULO,,0,0,0,0,0,33507,0,27.8,13.7,20.4,66,8.4,WED,1,1,2049,248,1288, 35 ,1709,19276, 23 , 2 ,618,330,326,0,7573, 30 ,Range-13
18/08/2018,SAO PAULO,,0,0,0,0,0,65589,0.1,22.2,13,16.68,75.25,7.5,SAT,3,2,4756,408,2258, 1 ,7135,35943, 46 , 9 ,1082,545,642,0,12726, 38 ,Range-34
18/09/2018,SAO PAULO,,0,0,0,0,0,30114,8.2,23.9,14.9,19.82,80.75,0,TUE,1,2,1810,86,1112, 2 ,1780,16756, 25 , 2 ,660,272,279,0,7315, 15 ,Range-11
18/10/2018,SAO PAULO,,0,0,0,0,0,27944,4.7,29.9,18.9,22.62,86,0,TUR,1,2,1920,119,1177, 2 ,2236,14166, 26 , 6 ,652,203,243,0,7185, 9 ,Range-12
18/11/2018,SAO PAULO,,0,0,0,0,0,59003,0,28.5,18.8,24.02,71.75,5.6,SUN,2,2,3408,146,2996, 1 ,3302,19342, 39 , 5 ,756,518,436,20364,7645, 45 ,Range-23
18/12/2018,SAO PAULO,,0,0,0,0,0,52693,7.4,34.4,20.7,25.56,77.25,0,TUE,1,3,2440,115,2000, -   ,2826,30653, 25 , -   ,866,394,391,0,12956, 27 ,Range-16
19/01/2018,SAO PAULO,,0,0,0,0,0,63317,12,28.8,21,23.56,83,0.3,FRI,3,3,3372,389,2184, -   ,1946,39528, 21 , 2 ,1880,576,404,0,12973, 42 ,Range-23
19/02/2018,SAO PAULO,,0,0,0,0,0,31222,0,26.8,18.6,23.42,71,4.1,MON,1,1,1443,143,1067, -   ,901,19233, 7 , -   ,724,389,322,0,6961, 32 ,Range-08
19/03/2018,SAO PAULO,,0,0,0,0,0,40776,0,31.9,21.4,25.66,78.75,6.4,MON,1,2,2231,892,1346, -   ,884,22030, 31 , 6 ,617,339,378,4487,7492, 43 ,Range-14
19/04/2018,SAO PAULO,,0,0,0,0,0,48078,0,26.2,14,19.1,62.75,9.9,TUR,1,2,2449,1575,1743, 23 ,1714,28518, 16 , 10 ,907,441,402,0,10253, 27 ,Range-16
19/05/2018,SAO PAULO,,0,0,0,0,0,71362,2.6,22.3,15.4,19.12,76.5,2.5,SAT,3,2,4856,571,2637, 44 ,6265,37743, 34 , 6 ,2325,727,744,0,15376, 34 ,Range-35
19/06/2018,SAO PAULO,,0,0,0,0,0,29997,0,23.3,15,17.88,80.5,6.6,TUE,1,3,2013,161,1149, 11 ,2270,15426, 16 , 10 ,555,340,326,0,7700, 20 ,Range-12
19/07/2018,SAO PAULO,,0,0,0,0,0,32435,0,28.1,15,20.76,62.75,8.4,TUR,1,1,2316,316,1376, 48 ,2323,15864, 16 , 6 ,793,341,294,0,8718, 24 ,Range-15
19/08/2018,SAO PAULO,,0,0,0,0,0,48011,0,26.7,13.7,19.3,65.5,7.9,SUN,2,2,4445,239,1929, 1 ,4993,24787, 41 , 5 ,1065,571,560,0,9327, 48 ,Range-31
19/09/2018,SAO PAULO,,0,0,0,0,0,34262,0,29.9,18.9,24.32,61.75,0,WED,1,2,2086,136,1367, 4 ,1973,19138, 29 , 2 ,681,262,291,0,8276, 17 ,Range-13
19/10/2018,SAO PAULO,,0,0,0,0,0,58717,4.9,21.1,17.1,18.78,85,0,FRI,3,2,3908,309,2369, 1 ,5320,33162, 73 , 11 ,1546,347,408,0,11236, 27 ,Range-27
19/11/2018,SAO PAULO,,0,0,0,0,0,73204,28.6,23.4,14.2,17.16,91.5,0,MON,1,2,3454,120,3026, 2 ,2728,31631, 37 , 8 ,711,404,338,21075,9652, 18 ,Range-24
19/12/2018,SAO PAULO,,0,0,0,0,0,58299,6.8,31.2,21.6,25.12,73.75,0,WED,1,3,2830,158,2043, 2 ,3042,34372, 21 , 5 ,977,378,401,0,14043, 27 ,Range-19
20/01/2018,SAO PAULO,,0,0,0,0,0,72647,2,29,20.2,22.72,90,2,SAT,3,3,3251,531,2303, -   ,2196,45266, 20 , 1 ,2108,640,569,0,15705, 57 ,Range-22
20/02/2018,SAO PAULO,,0,0,0,0,0,37692,0,27.7,21.2,23.76,83,1.8,TUE,1,1,1538,142,1282, -   ,995,23244, 12 , 1 ,750,404,408,0,8870, 46 ,Range-09
20/03/2018,SAO PAULO,,0,0,0,0,0,56313,0,31,19.5,23.74,79.25,2.1,TUE,1,2,2653,1145,1794, -   ,1281,31524, 37 , 6 ,741,360,451,5967,10317, 37 ,Range-17
20/04/2018,SAO PAULO,,0,0,0,0,0,64836,0,25.8,14.2,19.54,58.5,8.2,FRI,3,2,4157,3807,2834, 26 ,4721,31901, 39 , 7 ,1878,546,617,0,14252, 51 ,Range-29
20/05/2018,SAO PAULO,,0,0,0,0,0,57049,8.2,21,9.6,13.94,56.25,8.7,SUN,2,2,4784,460,2334, 28 ,4605,29068, 36 , 6 ,1907,1000,821,0,11955, 45 ,Range-34
20/06/2018,SAO PAULO,,0,0,0,0,0,35064,0,25.5,14.7,19.56,66.5,7.7,WED,1,3,2252,167,1239, 14 ,2651,18324, 20 , 4 ,627,346,417,0,8976, 27 ,Range-14
20/07/2018,SAO PAULO,,0,0,0,0,0,51520,0,28.7,15,21.56,56,8.4,FRI,3,1,3207,658,1965, 34 ,4404,27990, 31 , 9 ,1521,453,494,0,10710, 44 ,Range-22
20/08/2018,SAO PAULO,,0,0,0,0,0,30389,0,27.8,14.4,21,47.25,9.3,MON,1,2,1811,108,1182, 1 ,1878,16897, 14 , -   ,524,252,286,0,7411, 25 ,Range-11
20/09/2018,SAO PAULO,,0,0,0,0,0,35794,0,25,18.1,20.14,79.5,0,TUR,1,2,2428,157,1589, 4 ,2897,16826, 36 , 2 ,942,403,313,0,10181, 16 ,Range-16
20/10/2018,SAO PAULO,,0,0,0,0,0,62561,0.3,21.9,14.4,16.92,66,0,SAT,3,2,4624,347,2581, 5 ,6757,33240, 78 , 14 ,1906,547,508,0,11926, 28 ,Range-33
20/11/2018,SAO PAULO,,0,0,0,0,0,84295,14,19.5,14.2,16.7,82.25,0,TUE,1,2,5300,207,3173, 5 ,4625,43597, 46 , 6 ,1273,619,582,9661,15173, 28 ,Range-38
20/12/2018,SAO PAULO,,0,0,0,0,0,59167,8,33.6,21.7,27.72,57.75,0,TUR,1,3,2709,176,2174, -   ,4137,33033, 39 , 5 ,1200,402,426,0,14838, 28 ,Range-18
21/01/2018,SAO PAULO,,0,0,0,0,0,55849,22,30.2,19.6,23.2,85,5.1,SUN,2,3,3510,385,2057, -   ,1371,33106, 12 , 2 ,1735,838,515,0,12259, 59 ,Range-24
21/02/2018,SAO PAULO,,0,0,0,0,0,36354,5,29.7,21.5,25.32,62,10.9,WED,1,1,1565,153,1205, -   ,946,22499, 7 , 2 ,754,388,393,0,8399, 43 ,Range-09
21/03/2018,SAO PAULO,,0,0,0,0,0,47832,50.1,27,19.5,22.4,79.25,2.6,WED,1,2,2657,956,1476, -   ,1037,26240, 30 , 3 ,664,357,422,5079,8871, 40 ,Range-17
21/04/2018,SAO PAULO,,0,0,0,0,0,70533,0,26.3,13.8,19.24,65.75,9.2,SAT,3,2,4648,4295,3031, 41 ,5935,33581, 30 , 10 ,2009,694,738,0,15489, 32 ,Range-33
21/05/2018,SAO PAULO,,0,0,0,0,0,36651,0,21.5,9.3,14.94,65.75,8.5,MON,1,2,2029,162,1221, 11 ,1863,22853, 15 , 5 ,601,381,316,0,7166, 28 ,Range-12
21/06/2018,SAO PAULO,,0,0,0,0,0,37275,0,25.4,14,19.84,58,7.9,TUR,1,3,2718,234,1490, 20 ,3647,16958, 30 , 2 ,832,424,430,0,10447, 43 ,Range-18
21/07/2018,SAO PAULO,,0,0,0,0,0,58578,0,28.1,15.7,19.68,72.5,5.3,SAT,3,1,3967,724,2384, 98 ,5548,30835, 41 , 5 ,1657,519,585,0,12179, 36 ,Range-28
21/08/2018,SAO PAULO,,0,0,0,0,0,30803,0,28.8,14.2,19.04,64.75,8.4,TUE,1,2,2094,103,1121, -   ,2022,16943, 15 , 3 ,445,271,339,0,7410, 37 ,Range-13
21/09/2018,SAO PAULO,,0,0,0,0,0,57290,7.1,27.7,17.4,20.82,78.25,0,FRI,3,2,3901,310,2271, 8 ,5119,31837, 33 , 4 ,1512,423,520,0,11325, 27 ,Range-27
21/10/2018,SAO PAULO,,0,0,0,0,0,50351,0,22,12.8,16.98,70,0,SUN,2,2,4297,283,2121, 1 ,5033,26174, 50 , 14 ,1506,660,478,0,9705, 29 ,Range-30
21/11/2018,SAO PAULO,,0,0,0,0,0,31396,0,20.4,15.1,17.88,84.5,0,WED,1,2,1989,83,1141, 1 ,1962,17356, 14 , 1 ,521,274,221,0,7811, 22 ,Range-12
21/12/2018,SAO PAULO,,0,0,0,0,0,73104,0,32.2,22.3,26.58,65,0,FRI,3,3,3369,310,2581, 14 ,5924,44919, 52 , 5 ,1528,461,506,0,13400, 35 ,Range-23
22/01/2018,SAO PAULO,,0,0,0,0,0,48770,8.8,31.8,19.6,25.2,70,8.8,MON,1,3,1750,195,1507, -   ,543,33842, 15 , -   ,1021,429,308,0,9127, 33 ,Range-10
22/02/2018,SAO PAULO,,0,0,0,0,0,42688,0,30.2,20.4,23.72,86,7,TUR,1,1,1960,189,1428, -   ,1160,26441, 17 , 3 ,985,463,457,0,9548, 37 ,Range-12
22/03/2018,SAO PAULO,,0,0,0,0,0,51646,5.4,26.4,19.8,22.12,80.5,2.2,TUR,1,2,2822,1139,1595, -   ,1224,27438, 33 , 6 ,769,428,445,5836,9875, 36 ,Range-19
22/04/2018,SAO PAULO,,0,0,0,0,0,54815,0,26.3,15.8,20.24,74.25,9.2,SUN,2,2,4160,3365,2635, 44 ,3858,25144, 36 , 8 ,1755,937,829,0,11994, 50 ,Range-29
